flight_id,airline,source,destination,departure_time,arrival_time,duration_mins,is_overnight,duration_hhmm,route,is_delayed,departure_slot
SJ078,SPICEJET,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,0,3h 8m,DEL to HYD,0,Morning (09-12)
SJ075,SPICEJET,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,0,1h 37m,MAA to BLR,0,Morning (09-12)
AI159,AIR INDIA,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,133.0,0,2h 13m,HYD to BLR,0,Morning (09-12)
UK120,VISTARA,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,251.0,0,4h 11m,HYD to DEL,1,Morning (09-12)
AI059,AIR INDIA,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,0,2h 27m,CCU to DEL,0,Morning (09-12)
UK040,VISTARA,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,77.0,0,1h 17m,HYD to CCU,0,Morning (09-12)
AI044,Air India,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,0,3h 33m,MAA to BLR,0,Morning (09-12)
AI078,AIR INDIA,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,270.0,0,4h 30m,DEL to BOM,1,Early Morning (05-09)
SJ226,SPICEJET,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,247.0,0,4h 7m,HYD to BOM,1,Early Morning (05-09)
6F209,INDIGO,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,300.0,0,5h 0m,MAA to CCU,1,Early Morning (05-09)
UK193,VISTARA,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,35.0,0,0h 35m,HYD to DEL,0,Early Morning (05-09)
6F092,INDIGO,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,36.0,0,0h 36m,MAA to BLR,0,Early Morning (05-09)
AI208,AIR INDIA,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,0,3h 14m,BLR to BOM,0,Early Morning (05-09)
SJ227,SPICEJET,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,261.0,0,4h 21m,BOM to CCU,1,Early Morning (05-09)
6F238,INDIGO,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,0,0h 48m,BOM to DEL,0,Early Morning (05-09)
AI084,AIR INDIA,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,0,1h 15m,BOM to HYD,0,Early Morning (05-09)
SJ228,SPICEJET,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,0,3h 47m,BOM to CCU,1,Early Morning (05-09)
UK194,VISTARA,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.0,0,1h 0m,CCU to BOM,0,Early Morning (05-09)
6F126,INDIGO,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,0,1h 18m,CCU to MAA,0,Early Morning (05-09)
SJ052,SPICEJET,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,0,1h 37m,MAA to BLR,0,Early Morning (05-09)
AI233,AIR INDIA,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,0,1h 48m,BLR to BOM,0,Early Morning (05-09)
AI213,AIR INDIA,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,0,1h 11m,HYD to CCU,0,Early Morning (05-09)
UK076,VISTARA,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,0,4h 23m,MAA to CCU,1,Early Morning (05-09)
SJ022,SPICEJET,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,0,3h 11m,DEL to BLR,0,Early Morning (05-09)
SJ002,SPICEJET,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,0,4h 46m,DEL to BOM,1,Early Morning (05-09)
AI163,AIR INDIA,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,0,1h 1m,HYD to MAA,0,Early Morning (05-09)
UK229,Vistara,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,0,4h 17m,HYD to DEL,1,Early Morning (05-09)
UK185,VISTARA,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,77.0,0,1h 17m,DEL to MAA,0,Early Morning (05-09)
6F029,INDIGO,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,0,4h 14m,BOM to BLR,1,Early Morning (05-09)
6F056,INDIGO,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,109.0,0,1h 49m,BOM to MAA,0,Early Morning (05-09)
AI062,AIR INDIA,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,0,0h 36m,MAA to DEL,0,Early Morning (05-09)
UK034,VISTARA,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,0,3h 24m,DEL to BLR,0,Early Morning (05-09)
UK079,VISTARA,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,0,3h 51m,DEL to BLR,1,Early Morning (05-09)
AI135,AIR INDIA,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,0,2h 41m,BLR to BOM,0,Early Morning (05-09)
SJ061,SPICEJET,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,0,2h 57m,MAA to BLR,0,Early Morning (05-09)
UK210,VISTARA,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,0,0h 55m,DEL to CCU,0,Early Morning (05-09)
AI088,Air India,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,0,3h 36m,MAA to DEL,1,Early Morning (05-09)
UK177,VISTARA,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,0,4h 29m,DEL to HYD,1,Early Morning (05-09)
AI158,AIR INDIA,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,0,2h 57m,CCU to DEL,0,Early Morning (05-09)
UK206,VISTARA,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,0,4h 33m,MAA to BLR,1,Early Morning (05-09)
AI034,AIR INDIA,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,0,4h 43m,DEL to BOM,1,Early Morning (05-09)
AI012,AIR INDIA,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,0,4h 3m,BOM to CCU,1,Early Morning (05-09)
6F083,INDIGO,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,0,0h 39m,BLR to DEL,0,Early Morning (05-09)
SJ083,SPICEJET,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,0,3h 4m,MAA to BLR,0,Early Morning (05-09)
SJ186,SPICEJET,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,0,2h 11m,CCU to DEL,0,Early Morning (05-09)
UK001,VISTARA,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,0,1h 25m,CCU to DEL,0,Early Morning (05-09)
AI217,AIR INDIA,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,0,2h 17m,CCU to BLR,0,Night (21-05)
6F178,INDIGO,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,0,4h 23m,BOM to CCU,1,Night (21-05)
UK015,VISTARA,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,0,1h 47m,BLR to BOM,0,Night (21-05)
AI112,AIR INDIA,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,0,3h 43m,DEL to BLR,1,Night (21-05)
UK100,VISTARA,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,0,2h 32m,CCU to BLR,0,Night (21-05)
6F133,INDIGO,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,0,1h 47m,MAA to BLR,0,Night (21-05)
AI227,AIR INDIA,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,0,3h 46m,BLR to MAA,0,Night (21-05)
UK093,VISTARA,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,0,0h 50m,HYD to CCU,0,Night (21-05)
UK203,VISTARA,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,0,1h 12m,BLR to HYD,0,Night (21-05)
UK154,VISTARA,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,0,3h 57m,MAA to HYD,1,Night (21-05)
UK073,VISTARA,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,0,4h 10m,BLR to CCU,1,Night (21-05)
AI164,AIR INDIA,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,0,1h 48m,DEL to BLR,0,Night (21-05)
UK008,VISTARA,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,0,0h 37m,CCU to BLR,0,Night (21-05)
UK051,VISTARA,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,0,3h 0m,HYD to DEL,0,Night (21-05)
UK208,VISTARA,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,0,4h 57m,DEL to CCU,1,Night (21-05)
AI150,AIR INDIA,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,0,0h 47m,BOM to DEL,0,Night (21-05)
AI189,AIR INDIA,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,0,1h 48m,CCU to DEL,0,Night (21-05)
6F230,INDIGO,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,0,3h 13m,CCU to BLR,0,Night (21-05)
6F169,INDIGO,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,0,4h 39m,BOM to DEL,1,Night (21-05)
AI205,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,0,1h 48m,BLR to BOM,0,Night (21-05)
AI103,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,0,0h 38m,BLR to BOM,0,Night (21-05)
6F250,IndiGo,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,0,4h 4m,DEL to BLR,1,Night (21-05)
AI246,AIR INDIA,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,0,3h 19m,BOM to BLR,0,Night (21-05)
6F187,INDIGO,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,0,4h 18m,BOM to MAA,1,Night (21-05)
AI082,AIR INDIA,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,0,2h 42m,DEL to CCU,0,Night (21-05)
UK116,VISTARA,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,0,3h 48m,CCU to BOM,1,Night (21-05)
SJ169,SPICEJET,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,0,4h 46m,BOM to MAA,1,Night (21-05)
AI175,AIR INDIA,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,0,3h 47m,BOM to HYD,0,Night (21-05)
SJ098,SPICEJET,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,0,0h 35m,HYD to MAA,0,Night (21-05)
SJ191,SPICEJET,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,0,1h 22m,BLR to BOM,0,Night (21-05)
SJ017,SPICEJET,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,0,2h 3m,DEL to MAA,0,Night (21-05)
UK188,VISTARA,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,0,0h 49m,MAA to BLR,0,Night (21-05)
AI196,AIR INDIA,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,0,1h 33m,MAA to HYD,0,Night (21-05)
AI068,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,0,2h 0m,BOM to BLR,0,Night (21-05)
SJ097,SPICEJET,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,0,2h 50m,BOM to CCU,0,Night (21-05)
SJ030,SPICEJET,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,0,0h 43m,DEL to HYD,0,Night (21-05)
6F179,INDIGO,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,0,4h 15m,HYD to MAA,1,Night (21-05)
6F156,INDIGO,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,0,2h 34m,MAA to BOM,0,Night (21-05)
SJ057,SPICEJET,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,0,3h 12m,BOM to CCU,0,Night (21-05)
6F036,INDIGO,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,0,4h 43m,CCU to BLR,1,Night (21-05)
6F201,INDIGO,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,0,4h 40m,CCU to BOM,1,Night (21-05)
6F143,INDIGO,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,0,3h 59m,CCU to DEL,1,Night (21-05)
6F177,INDIGO,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,0,2h 22m,HYD to MAA,0,Night (21-05)
6F031,INDIGO,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,0,4h 37m,BOM to BLR,1,Night (21-05)
UK165,VISTARA,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,0,4h 13m,DEL to BLR,1,Night (21-05)
6F122,INDIGO,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,0,3h 44m,DEL to BLR,1,Night (21-05)
6F046,INDIGO,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,0,3h 41m,DEL to BLR,0,Night (21-05)
AI051,AIR INDIA,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,0,0h 55m,MAA to BLR,0,Night (21-05)
UK222,VISTARA,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,0,1h 35m,BOM to CCU,0,Night (21-05)
SJ127,SPICEJET,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,0,2h 37m,BOM to DEL,0,Night (21-05)
AI216,AIR INDIA,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,0,1h 24m,BOM to CCU,0,Night (21-05)
6F058,INDIGO,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,0,2h 29m,BOM to CCU,0,Night (21-05)
SJ207,SPICEJET,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,0,3h 13m,DEL to CCU,1,Night (21-05)
SJ198,SPICEJET,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,0,4h 41m,CCU to BOM,1,Night (21-05)
SJ108,SPICEJET,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,0,2h 36m,BLR to HYD,0,Night (21-05)
SJ155,SPICEJET,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,0,5h 0m,DEL to CCU,1,Night (21-05)
6F193,INDIGO,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,0,1h 58m,BOM to MAA,0,Night (21-05)
6F019,INDIGO,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,0,3h 55m,BLR to BOM,1,Night (21-05)
AI102,AIR INDIA,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,0,4h 51m,CCU to BLR,1,Night (21-05)
6F166,INDIGO,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,0,4h 30m,BOM to CCU,1,Night (21-05)
UK175,VISTARA,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,1,3h 22m,BLR to BOM,1,Night (21-05)
6F010,INDIGO,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,1,3h 51m,DEL to BLR,1,Night (21-05)
AI234,AIR INDIA,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,1,1h 44m,BOM to MAA,0,Night (21-05)
UK135,VISTARA,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,1,1h 53m,HYD to DEL,0,Night (21-05)
AI061,AIR INDIA,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,1,1h 31m,BOM to CCU,0,Night (21-05)
6F070,INDIGO,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,1,3h 1m,HYD to DEL,0,Night (21-05)
AI015,AIR INDIA,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,1,1h 54m,BLR to CCU,0,Night (21-05)
SJ076,SPICEJET,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,1,3h 1m,DEL to MAA,0,Night (21-05)
SJ029,SpiceJet,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,1,1h 27m,HYD to DEL,0,Night (21-05)
SJ194,SPICEJET,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,1,3h 45m,CCU to DEL,1,Night (21-05)
AI235,AIR INDIA,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,1,3h 27m,BLR to HYD,1,Night (21-05)
SJ048,SPICEJET,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,1,1h 36m,MAA to BLR,0,Night (21-05)
SJ114,SPICEJET,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,1,3h 20m,HYD to DEL,0,Night (21-05)
SJ146,SPICEJET,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,1,1h 56m,HYD to BLR,0,Night (21-05)
UK041,VISTARA,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,0,1h 7m,HYD to MAA,0,Night (21-05)
6F075,INDIGO,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,1,4h 42m,BOM to CCU,1,Night (21-05)
SJ020,SPICEJET,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,1,4h 9m,BLR to BOM,1,Night (21-05)
6F078,INDIGO,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,0,1h 33m,BOM to CCU,0,Night (21-05)
UK219,VISTARA,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,1,4h 18m,BOM to HYD,1,Night (21-05)
UK223,VISTARA,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,0,0h 32m,CCU to DEL,0,Night (21-05)
UK227,VISTARA,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,1,3h 50m,BOM to HYD,0,Night (21-05)
AI096,AIR INDIA,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,1,4h 58m,CCU to DEL,1,Night (21-05)
6F022,INDIGO,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,1,4h 19m,MAA to BLR,1,Night (21-05)
6F237,INDIGO,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,1,3h 3m,HYD to MAA,0,Night (21-05)
UK146,VISTARA,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,1,2h 28m,BOM to MAA,0,Night (21-05)
SJ015,SPICEJET,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,0,1h 12m,BOM to CCU,0,Night (21-05)
AI108,AIR INDIA,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,1,2h 45m,BLR to CCU,0,Night (21-05)
UK020,VISTARA,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,0,1h 15m,MAA to BLR,0,Night (21-05)
6F113,INDIGO,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,1,4h 26m,BOM to CCU,1,Night (21-05)
6F112,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,0,2h 16m,HYD to DEL,0,Night (21-05)
6F246,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,0,2h 16m,HYD to DEL,0,Night (21-05)
UK158,VISTARA,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,0,0h 33m,BOM to MAA,0,Evening (17-21)
UK159,VISTARA,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,0,2h 47m,CCU to BLR,0,Evening (17-21)
UK084,VISTARA,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,1,3h 36m,MAA to DEL,1,Evening (17-21)
SJ206,SPICEJET,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,1,4h 38m,DEL to CCU,1,Evening (17-21)
UK044,VISTARA,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,0,2h 58m,BLR to BOM,0,Evening (17-21)
SJ036,SPICEJET,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,0,3h 30m,DEL to HYD,0,Evening (17-21)
6F176,INDIGO,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,0,3h 0m,CCU to DEL,0,Evening (17-21)
6F148,INDIGO,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,0,2h 7m,CCU to BOM,0,Evening (17-21)
6F202,INDIGO,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,0,3h 30m,HYD to BLR,0,Evening (17-21)
6F071,INDIGO,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,1,4h 13m,DEL to CCU,1,Evening (17-21)
AI105,AIR INDIA,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,0,1h 47m,CCU to DEL,0,Evening (17-21)
AI241,AIR INDIA,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,0,2h 7m,HYD to BLR,0,Evening (17-21)
SJ162,SPICEJET,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,0,2h 19m,DEL to HYD,0,Evening (17-21)
6F003,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,0,3h 7m,HYD to BOM,0,Evening (17-21)
6F249,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,0,3h 7m,HYD to BOM,0,Evening (17-21)
AI237,AIR INDIA,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,0,3h 15m,BOM to CCU,0,Evening (17-21)
SJ134,SPICEJET,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,1,4h 17m,BOM to CCU,1,Evening (17-21)
AI071,AIR INDIA,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,0,3h 3m,BOM to MAA,0,Evening (17-21)
6F118,INDIGO,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,0,1h 9m,CCU to HYD,0,Evening (17-21)
6F014,INDIGO,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,0,3h 33m,DEL to MAA,0,Evening (17-21)
6F065,INDIGO,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,0,2h 43m,MAA to BLR,0,Evening (17-21)
SJ070,SPICEJET,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,0,1h 53m,MAA to CCU,0,Evening (17-21)
6F007,INDIGO,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,0,0h 59m,HYD to MAA,0,Evening (17-21)
UK007,VISTARA,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,0,2h 14m,DEL to HYD,0,Evening (17-21)
AI097,AIR INDIA,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,0,4h 52m,HYD to MAA,1,Evening (17-21)
UK047,VISTARA,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,0,4h 5m,BLR to HYD,1,Evening (17-21)
AI024,AIR INDIA,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,0,1h 7m,MAA to BOM,0,Evening (17-21)
UK113,VISTARA,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,0,4h 24m,CCU to DEL,1,Evening (17-21)
SJ163,SPICEJET,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,0,4h 36m,DEL to HYD,1,Evening (17-21)
SJ208,SPICEJET,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,0,1h 1m,DEL to HYD,0,Evening (17-21)
SJ221,SPICEJET,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,0,4h 46m,MAA to HYD,1,Evening (17-21)
SJ084,SPICEJET,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,0,0h 59m,HYD to MAA,0,Evening (17-21)
6F127,INDIGO,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,0,4h 1m,HYD to BOM,1,Evening (17-21)
AI122,AIR INDIA,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,0,4h 11m,BOM to CCU,1,Evening (17-21)
AI139,AIR INDIA,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,0,1h 1m,HYD to MAA,0,Evening (17-21)
UK149,VISTARA,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,0,4h 46m,MAA to DEL,1,Evening (17-21)
AI149,AIR INDIA,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,0,3h 17m,BOM to HYD,0,Evening (17-21)
